Month of Date,Country,Number of Active Flights,Increase Percentage_x,Increase Percentage_y
2022-02-01,Slovakia,2,-16.666666666666664,-0.16666666666666666
2022-03-01,Slovakia,12,-16.666666666666664,-0.16666666666666666
2022-04-01,Slovakia,10,-16.666666666666664,-0.16666666666666666
2022-05-01,Slovakia,14,-16.666666666666664,-0.16666666666666666
2022-06-01,Slovakia,4,-16.666666666666664,-0.16666666666666666
2022-07-01,Slovakia,8,-16.666666666666664,-0.16666666666666666
2022-08-01,Slovakia,10,-16.666666666666664,-0.16666666666666666
2022-09-01,Slovakia,6,-16.666666666666664,-0.16666666666666666
2022-10-01,Slovakia,10,-16.666666666666664,-0.16666666666666666
2020-01-01,Singapore,134,-98.50746268656717,-0.9850746268656716
2020-02-01,Singapore,144,-98.50746268656717,-0.9850746268656716
2020-03-01,Singapore,68,-98.50746268656717,-0.9850746268656716
2020-04-01,Singapore,26,-98.50746268656717,-0.9850746268656716
2020-05-01,Singapore,16,-98.50746268656717,-0.9850746268656716
2020-06-01,Singapore,28,-98.50746268656717,-0.9850746268656716
2020-07-01,Singapore,30,-98.50746268656717,-0.9850746268656716
2020-08-01,Singapore,30,-98.50746268656717,-0.9850746268656716
2020-09-01,Singapore,38,-98.50746268656717,-0.9850746268656716
2020-10-01,Singapore,50,-98.50746268656717,-0.9850746268656716
2020-11-01,Singapore,46,-98.50746268656717,-0.9850746268656716
2020-12-01,Singapore,36,-98.50746268656717,-0.9850746268656716
2021-01-01,Singapore,58,-98.50746268656717,-0.9850746268656716
2021-02-01,Singapore,36,-98.50746268656717,-0.9850746268656716
2021-03-01,Singapore,46,-98.50746268656717,-0.9850746268656716
2021-04-01,Singapore,46,-98.50746268656717,-0.9850746268656716
2021-05-01,Singapore,60,-98.50746268656717,-0.9850746268656716
2021-06-01,Singapore,74,-98.50746268656717,-0.9850746268656716
2021-07-01,Singapore,56,-98.50746268656717,-0.9850746268656716
2021-08-01,Singapore,60,-98.50746268656717,-0.9850746268656716
2021-09-01,Singapore,44,-98.50746268656717,-0.9850746268656716
2021-10-01,Singapore,78,-98.50746268656717,-0.9850746268656716
2021-11-01,Singapore,46,-98.50746268656717,-0.9850746268656716
2021-12-01,Singapore,86,-98.50746268656717,-0.9850746268656716
2022-01-01,Singapore,92,-98.50746268656717,-0.9850746268656716
2022-02-01,Singapore,10,-98.50746268656717,-0.9850746268656716
2022-03-01,Singapore,32,-98.50746268656717,-0.9850746268656716
2022-04-01,Singapore,66,-98.50746268656717,-0.9850746268656716
2022-05-01,Singapore,34,-98.50746268656717,-0.9850746268656716
2022-06-01,Singapore,24,-98.50746268656717,-0.9850746268656716
2022-07-01,Singapore,8,-98.50746268656717,-0.9850746268656716
2022-08-01,Singapore,4,-98.50746268656717,-0.9850746268656716
2022-09-01,Singapore,6,-98.50746268656717,-0.9850746268656716
2022-10-01,Singapore,2,-98.50746268656717,-0.9850746268656716
2020-01-01,Serbia,8,425.0,4.25
2020-02-01,Serbia,20,425.0,4.25
2020-03-01,Serbia,12,425.0,4.25
2020-04-01,Serbia,2,425.0,4.25
2020-06-01,Serbia,4,425.0,4.25
2020-07-01,Serbia,14,425.0,4.25
2020-08-01,Serbia,6,425.0,4.25
2020-09-01,Serbia,6,425.0,4.25
2020-10-01,Serbia,6,425.0,4.25
2020-11-01,Serbia,6,425.0,4.25
2020-12-01,Serbia,8,425.0,4.25
2021-01-01,Serbia,6,425.0,4.25
2021-02-01,Serbia,2,425.0,4.25
2021-03-01,Serbia,6,425.0,4.25
2021-04-01,Serbia,10,425.0,4.25
2021-05-01,Serbia,8,425.0,4.25
2021-06-01,Serbia,10,425.0,4.25
2021-07-01,Serbia,14,425.0,4.25
2021-08-01,Serbia,32,425.0,4.25
2021-09-01,Serbia,22,425.0,4.25
2021-11-01,Serbia,8,425.0,4.25
2021-12-01,Serbia,12,425.0,4.25
2022-01-01,Serbia,8,425.0,4.25
2022-02-01,Serbia,24,425.0,4.25
2022-03-01,Serbia,26,425.0,4.25
2022-04-01,Serbia,28,425.0,4.25
2022-05-01,Serbia,36,425.0,4.25
2022-06-01,Serbia,38,425.0,4.25
2022-07-01,Serbia,36,425.0,4.25
2022-08-01,Serbia,32,425.0,4.25
2022-09-01,Serbia,42,425.0,4.25
2022-10-01,Serbia,42,425.0,4.25
2020-01-01,Senegal,10,-80.0,-0.8
2020-02-01,Senegal,6,-80.0,-0.8
2020-03-01,Senegal,6,-80.0,-0.8
2020-04-01,Senegal,2,-80.0,-0.8
2020-05-01,Senegal,4,-80.0,-0.8
2020-06-01,Senegal,2,-80.0,-0.8
2020-07-01,Senegal,4,-80.0,-0.8
2021-02-01,Senegal,10,-80.0,-0.8
2021-03-01,Senegal,14,-80.0,-0.8
2021-04-01,Senegal,16,-80.0,-0.8
2021-05-01,Senegal,6,-80.0,-0.8
2021-06-01,Senegal,4,-80.0,-0.8
2021-07-01,Senegal,6,-80.0,-0.8
2021-08-01,Senegal,12,-80.0,-0.8
2021-09-01,Senegal,8,-80.0,-0.8
2021-10-01,Senegal,2,-80.0,-0.8
2021-11-01,Senegal,10,-80.0,-0.8
2021-12-01,Senegal,6,-80.0,-0.8
2022-01-01,Senegal,14,-80.0,-0.8
2022-02-01,Senegal,12,-80.0,-0.8
2022-07-01,Senegal,8,-80.0,-0.8
2022-08-01,Senegal,12,-80.0,-0.8
2022-09-01,Senegal,8,-80.0,-0.8
2022-10-01,Senegal,2,-80.0,-0.8
2020-01-01,Saudi Arabia,40,-35.0,-0.35
2020-02-01,Saudi Arabia,70,-35.0,-0.35
2020-03-01,Saudi Arabia,26,-35.0,-0.35
2020-04-01,Saudi Arabia,4,-35.0,-0.35
2020-05-01,Saudi Arabia,10,-35.0,-0.35
2020-06-01,Saudi Arabia,20,-35.0,-0.35
2020-07-01,Saudi Arabia,30,-35.0,-0.35
2020-08-01,Saudi Arabia,12,-35.0,-0.35
2020-09-01,Saudi Arabia,28,-35.0,-0.35
2020-10-01,Saudi Arabia,22,-35.0,-0.35
2020-11-01,Saudi Arabia,10,-35.0,-0.35
2020-12-01,Saudi Arabia,22,-35.0,-0.35
2021-01-01,Saudi Arabia,20,-35.0,-0.35
2021-02-01,Saudi Arabia,6,-35.0,-0.35
2021-03-01,Saudi Arabia,16,-35.0,-0.35
2021-04-01,Saudi Arabia,26,-35.0,-0.35
2021-05-01,Saudi Arabia,28,-35.0,-0.35
2021-06-01,Saudi Arabia,32,-35.0,-0.35
2021-07-01,Saudi Arabia,24,-35.0,-0.35
2021-08-01,Saudi Arabia,20,-35.0,-0.35
2021-09-01,Saudi Arabia,30,-35.0,-0.35
2021-10-01,Saudi Arabia,22,-35.0,-0.35
2021-11-01,Saudi Arabia,14,-35.0,-0.35
2021-12-01,Saudi Arabia,8,-35.0,-0.35
2022-01-01,Saudi Arabia,30,-35.0,-0.35
2022-02-01,Saudi Arabia,24,-35.0,-0.35
2022-03-01,Saudi Arabia,22,-35.0,-0.35
2022-04-01,Saudi Arabia,34,-35.0,-0.35
2022-05-01,Saudi Arabia,24,-35.0,-0.35
2022-06-01,Saudi Arabia,34,-35.0,-0.35
2022-07-01,Saudi Arabia,42,-35.0,-0.35
2022-08-01,Saudi Arabia,50,-35.0,-0.35
2022-09-01,Saudi Arabia,54,-35.0,-0.35
2022-10-01,Saudi Arabia,26,-35.0,-0.35
2020-01-01,Russia,316,-71.51898734177216,-0.7151898734177216
2020-02-01,Russia,246,-71.51898734177216,-0.7151898734177216
2020-03-01,Russia,256,-71.51898734177216,-0.7151898734177216
2020-04-01,Russia,44,-71.51898734177216,-0.7151898734177216
2020-05-01,Russia,58,-71.51898734177216,-0.7151898734177216
2020-06-01,Russia,98,-71.51898734177216,-0.7151898734177216
2020-07-01,Russia,140,-71.51898734177216,-0.7151898734177216
2020-08-01,Russia,136,-71.51898734177216,-0.7151898734177216
2020-09-01,Russia,216,-71.51898734177216,-0.7151898734177216
2020-10-01,Russia,180,-71.51898734177216,-0.7151898734177216
2020-11-01,Russia,138,-71.51898734177216,-0.7151898734177216
2020-12-01,Russia,160,-71.51898734177216,-0.7151898734177216
2021-01-01,Russia,132,-71.51898734177216,-0.7151898734177216
2021-02-01,Russia,98,-71.51898734177216,-0.7151898734177216
2021-03-01,Russia,152,-71.51898734177216,-0.7151898734177216
2021-04-01,Russia,236,-71.51898734177216,-0.7151898734177216
2021-05-01,Russia,188,-71.51898734177216,-0.7151898734177216
2021-06-01,Russia,278,-71.51898734177216,-0.7151898734177216
2021-07-01,Russia,312,-71.51898734177216,-0.7151898734177216
2021-08-01,Russia,296,-71.51898734177216,-0.7151898734177216
2021-09-01,Russia,180,-71.51898734177216,-0.7151898734177216
2021-10-01,Russia,252,-71.51898734177216,-0.7151898734177216
2021-11-01,Russia,226,-71.51898734177216,-0.7151898734177216
2021-12-01,Russia,206,-71.51898734177216,-0.7151898734177216
2022-01-01,Russia,196,-71.51898734177216,-0.7151898734177216
2022-02-01,Russia,220,-71.51898734177216,-0.7151898734177216
2022-03-01,Russia,120,-71.51898734177216,-0.7151898734177216
2022-04-01,Russia,122,-71.51898734177216,-0.7151898734177216
2022-05-01,Russia,142,-71.51898734177216,-0.7151898734177216
2022-06-01,Russia,190,-71.51898734177216,-0.7151898734177216
2022-07-01,Russia,198,-71.51898734177216,-0.7151898734177216
2022-08-01,Russia,216,-71.51898734177216,-0.7151898734177216
2022-09-01,Russia,168,-71.51898734177216,-0.7151898734177216
2022-10-01,Russia,90,-71.51898734177216,-0.7151898734177216
2020-01-01,Romania,20,330.0,3.3
2020-02-01,Romania,14,330.0,3.3
2020-03-01,Romania,64,330.0,3.3
2020-04-01,Romania,2,330.0,3.3
2020-05-01,Romania,2,330.0,3.3
2020-06-01,Romania,10,330.0,3.3
2020-07-01,Romania,36,330.0,3.3
2020-08-01,Romania,38,330.0,3.3
2020-09-01,Romania,48,330.0,3.3
2020-10-01,Romania,46,330.0,3.3
2020-11-01,Romania,22,330.0,3.3
2020-12-01,Romania,12,330.0,3.3
2021-01-01,Romania,24,330.0,3.3
2021-02-01,Romania,14,330.0,3.3
2021-03-01,Romania,20,330.0,3.3
2021-04-01,Romania,32,330.0,3.3
2021-05-01,Romania,28,330.0,3.3
2021-06-01,Romania,38,330.0,3.3
2021-07-01,Romania,48,330.0,3.3
2021-08-01,Romania,66,330.0,3.3
2021-09-01,Romania,50,330.0,3.3
2021-10-01,Romania,52,330.0,3.3
2021-11-01,Romania,46,330.0,3.3
2021-12-01,Romania,48,330.0,3.3
2022-01-01,Romania,30,330.0,3.3
2022-02-01,Romania,42,330.0,3.3
2022-03-01,Romania,82,330.0,3.3
2022-04-01,Romania,88,330.0,3.3
2022-05-01,Romania,76,330.0,3.3
2022-06-01,Romania,84,330.0,3.3
2022-07-01,Romania,86,330.0,3.3
2022-08-01,Romania,90,330.0,3.3
2022-09-01,Romania,86,330.0,3.3
2022-10-01,Romania,86,330.0,3.3
2020-01-01,Qatar,108,1.8518518518518516,0.018518518518518517
2020-02-01,Qatar,118,1.8518518518518516,0.018518518518518517
2020-03-01,Qatar,90,1.8518518518518516,0.018518518518518517
2020-04-01,Qatar,38,1.8518518518518516,0.018518518518518517
2020-05-01,Qatar,50,1.8518518518518516,0.018518518518518517
2020-06-01,Qatar,64,1.8518518518518516,0.018518518518518517
2020-07-01,Qatar,66,1.8518518518518516,0.018518518518518517
2020-08-01,Qatar,70,1.8518518518518516,0.018518518518518517
2020-09-01,Qatar,64,1.8518518518518516,0.018518518518518517
2020-10-01,Qatar,50,1.8518518518518516,0.018518518518518517
2020-11-01,Qatar,52,1.8518518518518516,0.018518518518518517
2020-12-01,Qatar,96,1.8518518518518516,0.018518518518518517
2021-01-01,Qatar,66,1.8518518518518516,0.018518518518518517
2021-02-01,Qatar,68,1.8518518518518516,0.018518518518518517
2021-03-01,Qatar,86,1.8518518518518516,0.018518518518518517
2021-04-01,Qatar,106,1.8518518518518516,0.018518518518518517
2021-05-01,Qatar,92,1.8518518518518516,0.018518518518518517
2021-06-01,Qatar,100,1.8518518518518516,0.018518518518518517
2021-07-01,Qatar,92,1.8518518518518516,0.018518518518518517
2021-08-01,Qatar,94,1.8518518518518516,0.018518518518518517
2021-09-01,Qatar,116,1.8518518518518516,0.018518518518518517
2021-10-01,Qatar,118,1.8518518518518516,0.018518518518518517
2021-11-01,Qatar,70,1.8518518518518516,0.018518518518518517
2021-12-01,Qatar,90,1.8518518518518516,0.018518518518518517
2022-01-01,Qatar,110,1.8518518518518516,0.018518518518518517
2022-02-01,Qatar,82,1.8518518518518516,0.018518518518518517
2022-03-01,Qatar,108,1.8518518518518516,0.018518518518518517
2022-04-01,Qatar,76,1.8518518518518516,0.018518518518518517
2022-05-01,Qatar,106,1.8518518518518516,0.018518518518518517
2022-06-01,Qatar,116,1.8518518518518516,0.018518518518518517
2022-07-01,Qatar,82,1.8518518518518516,0.018518518518518517
2022-08-01,Qatar,80,1.8518518518518516,0.018518518518518517
2022-09-01,Qatar,114,1.8518518518518516,0.018518518518518517
2022-10-01,Qatar,110,1.8518518518518516,0.018518518518518517
2020-01-01,Puerto Rico,22,63.63636363636363,0.6363636363636364
2020-02-01,Puerto Rico,4,63.63636363636363,0.6363636363636364
2020-03-01,Puerto Rico,8,63.63636363636363,0.6363636363636364
2020-04-01,Puerto Rico,6,63.63636363636363,0.6363636363636364
2020-06-01,Puerto Rico,22,63.63636363636363,0.6363636363636364
2020-07-01,Puerto Rico,38,63.63636363636363,0.6363636363636364
2020-08-01,Puerto Rico,40,63.63636363636363,0.6363636363636364
2020-09-01,Puerto Rico,38,63.63636363636363,0.6363636363636364
2020-10-01,Puerto Rico,32,63.63636363636363,0.6363636363636364
2020-11-01,Puerto Rico,50,63.63636363636363,0.6363636363636364
2020-12-01,Puerto Rico,42,63.63636363636363,0.6363636363636364
2021-01-01,Puerto Rico,60,63.63636363636363,0.6363636363636364
2021-02-01,Puerto Rico,46,63.63636363636363,0.6363636363636364
2021-03-01,Puerto Rico,54,63.63636363636363,0.6363636363636364
2021-04-01,Puerto Rico,66,63.63636363636363,0.6363636363636364
2021-05-01,Puerto Rico,78,63.63636363636363,0.6363636363636364
2021-06-01,Puerto Rico,52,63.63636363636363,0.6363636363636364
2021-07-01,Puerto Rico,76,63.63636363636363,0.6363636363636364
2021-08-01,Puerto Rico,52,63.63636363636363,0.6363636363636364
2021-09-01,Puerto Rico,52,63.63636363636363,0.6363636363636364
2021-10-01,Puerto Rico,46,63.63636363636363,0.6363636363636364
2021-11-01,Puerto Rico,54,63.63636363636363,0.6363636363636364
2021-12-01,Puerto Rico,64,63.63636363636363,0.6363636363636364
2022-01-01,Puerto Rico,82,63.63636363636363,0.6363636363636364
2022-02-01,Puerto Rico,46,63.63636363636363,0.6363636363636364
2022-03-01,Puerto Rico,92,63.63636363636363,0.6363636363636364
2022-04-01,Puerto Rico,80,63.63636363636363,0.6363636363636364
2022-05-01,Puerto Rico,76,63.63636363636363,0.6363636363636364
2022-06-01,Puerto Rico,50,63.63636363636363,0.6363636363636364
2022-07-01,Puerto Rico,36,63.63636363636363,0.6363636363636364
2022-08-01,Puerto Rico,62,63.63636363636363,0.6363636363636364
2022-09-01,Puerto Rico,34,63.63636363636363,0.6363636363636364
2022-10-01,Puerto Rico,36,63.63636363636363,0.6363636363636364
2020-01-01,Portugal,144,90.27777777777779,0.9027777777777778
2020-02-01,Portugal,188,90.27777777777779,0.9027777777777778
2020-03-01,Portugal,148,90.27777777777779,0.9027777777777778
2020-04-01,Portugal,14,90.27777777777779,0.9027777777777778
2020-05-01,Portugal,20,90.27777777777779,0.9027777777777778
2020-06-01,Portugal,44,90.27777777777779,0.9027777777777778
2020-07-01,Portugal,128,90.27777777777779,0.9027777777777778
2020-08-01,Portugal,190,90.27777777777779,0.9027777777777778
2020-09-01,Portugal,140,90.27777777777779,0.9027777777777778
2020-10-01,Portugal,132,90.27777777777779,0.9027777777777778
2020-11-01,Portugal,74,90.27777777777779,0.9027777777777778
2020-12-01,Portugal,84,90.27777777777779,0.9027777777777778
2021-01-01,Portugal,82,90.27777777777779,0.9027777777777778
2021-02-01,Portugal,38,90.27777777777779,0.9027777777777778
2021-03-01,Portugal,54,90.27777777777779,0.9027777777777778
2021-04-01,Portugal,84,90.27777777777779,0.9027777777777778
2021-05-01,Portugal,134,90.27777777777779,0.9027777777777778
2021-06-01,Portugal,240,90.27777777777779,0.9027777777777778
2021-07-01,Portugal,244,90.27777777777779,0.9027777777777778
2021-08-01,Portugal,278,90.27777777777779,0.9027777777777778
2021-09-01,Portugal,274,90.27777777777779,0.9027777777777778
2021-10-01,Portugal,278,90.27777777777779,0.9027777777777778
2021-11-01,Portugal,220,90.27777777777779,0.9027777777777778
2021-12-01,Portugal,246,90.27777777777779,0.9027777777777778
2022-01-01,Portugal,284,90.27777777777779,0.9027777777777778
2022-02-01,Portugal,190,90.27777777777779,0.9027777777777778
2022-03-01,Portugal,280,90.27777777777779,0.9027777777777778
2022-04-01,Portugal,320,90.27777777777779,0.9027777777777778
2022-05-01,Portugal,372,90.27777777777779,0.9027777777777778
2022-06-01,Portugal,326,90.27777777777779,0.9027777777777778
2022-07-01,Portugal,368,90.27777777777779,0.9027777777777778
2022-08-01,Portugal,304,90.27777777777779,0.9027777777777778
2022-09-01,Portugal,360,90.27777777777779,0.9027777777777778
2022-10-01,Portugal,274,90.27777777777779,0.9027777777777778
2020-01-01,Poland,192,46.875,0.46875
2020-02-01,Poland,208,46.875,0.46875
2020-03-01,Poland,110,46.875,0.46875
2020-04-01,Poland,26,46.875,0.46875
2020-05-01,Poland,42,46.875,0.46875
2020-06-01,Poland,52,46.875,0.46875
2020-07-01,Poland,136,46.875,0.46875
2020-08-01,Poland,154,46.875,0.46875
2020-09-01,Poland,130,46.875,0.46875
2020-10-01,Poland,142,46.875,0.46875
2020-11-01,Poland,90,46.875,0.46875
2020-12-01,Poland,84,46.875,0.46875
2021-01-01,Poland,92,46.875,0.46875
2021-02-01,Poland,52,46.875,0.46875
2021-03-01,Poland,92,46.875,0.46875
2021-04-01,Poland,88,46.875,0.46875
2021-05-01,Poland,88,46.875,0.46875
2021-06-01,Poland,154,46.875,0.46875
2021-07-01,Poland,206,46.875,0.46875
2021-08-01,Poland,170,46.875,0.46875
2021-09-01,Poland,202,46.875,0.46875
2021-10-01,Poland,194,46.875,0.46875
2021-11-01,Poland,212,46.875,0.46875
2021-12-01,Poland,218,46.875,0.46875
2022-01-01,Poland,154,46.875,0.46875
2022-02-01,Poland,156,46.875,0.46875
2022-03-01,Poland,196,46.875,0.46875
2022-04-01,Poland,236,46.875,0.46875
2022-05-01,Poland,314,46.875,0.46875
2022-06-01,Poland,276,46.875,0.46875
2022-07-01,Poland,244,46.875,0.46875
2022-08-01,Poland,276,46.875,0.46875
2022-09-01,Poland,244,46.875,0.46875
2022-10-01,Poland,282,46.875,0.46875
2020-01-01,Philippines,66,-9.090909090909092,-0.09090909090909091
2020-02-01,Philippines,66,-9.090909090909092,-0.09090909090909091
2020-03-01,Philippines,34,-9.090909090909092,-0.09090909090909091
2020-04-01,Philippines,8,-9.090909090909092,-0.09090909090909091
2020-05-01,Philippines,8,-9.090909090909092,-0.09090909090909091
2020-06-01,Philippines,6,-9.090909090909092,-0.09090909090909091
2020-07-01,Philippines,18,-9.090909090909092,-0.09090909090909091
2020-08-01,Philippines,14,-9.090909090909092,-0.09090909090909091
2020-09-01,Philippines,28,-9.090909090909092,-0.09090909090909091
2020-10-01,Philippines,10,-9.090909090909092,-0.09090909090909091
2020-11-01,Philippines,10,-9.090909090909092,-0.09090909090909091
2020-12-01,Philippines,28,-9.090909090909092,-0.09090909090909091
2021-01-01,Philippines,14,-9.090909090909092,-0.09090909090909091
2021-02-01,Philippines,18,-9.090909090909092,-0.09090909090909091
2021-03-01,Philippines,16,-9.090909090909092,-0.09090909090909091
2021-04-01,Philippines,4,-9.090909090909092,-0.09090909090909091
2021-05-01,Philippines,8,-9.090909090909092,-0.09090909090909091
2021-06-01,Philippines,20,-9.090909090909092,-0.09090909090909091
2021-07-01,Philippines,16,-9.090909090909092,-0.09090909090909091
2021-08-01,Philippines,20,-9.090909090909092,-0.09090909090909091
2021-09-01,Philippines,18,-9.090909090909092,-0.09090909090909091
2021-10-01,Philippines,40,-9.090909090909092,-0.09090909090909091
2021-11-01,Philippines,42,-9.090909090909092,-0.09090909090909091
2021-12-01,Philippines,24,-9.090909090909092,-0.09090909090909091
2022-01-01,Philippines,24,-9.090909090909092,-0.09090909090909091
2022-02-01,Philippines,32,-9.090909090909092,-0.09090909090909091
2022-03-01,Philippines,44,-9.090909090909092,-0.09090909090909091
2022-04-01,Philippines,20,-9.090909090909092,-0.09090909090909091
2022-05-01,Philippines,42,-9.090909090909092,-0.09090909090909091
2022-06-01,Philippines,36,-9.090909090909092,-0.09090909090909091
2022-07-01,Philippines,36,-9.090909090909092,-0.09090909090909091
2022-08-01,Philippines,42,-9.090909090909092,-0.09090909090909091
2022-09-01,Philippines,44,-9.090909090909092,-0.09090909090909091
2022-10-01,Philippines,60,-9.090909090909092,-0.09090909090909091
2020-01-01,Peru,8,-75.0,-0.75
2020-02-01,Peru,4,-75.0,-0.75
2020-03-01,Peru,2,-75.0,-0.75
2020-08-01,Peru,2,-75.0,-0.75
2020-09-01,Peru,2,-75.0,-0.75
2020-11-01,Peru,8,-75.0,-0.75
2020-12-01,Peru,4,-75.0,-0.75
2021-02-01,Peru,4,-75.0,-0.75
2021-04-01,Peru,4,-75.0,-0.75
2021-05-01,Peru,2,-75.0,-0.75
2021-06-01,Peru,8,-75.0,-0.75
2021-07-01,Peru,4,-75.0,-0.75
2021-08-01,Peru,6,-75.0,-0.75
2021-10-01,Peru,2,-75.0,-0.75
2021-11-01,Peru,6,-75.0,-0.75
2021-12-01,Peru,6,-75.0,-0.75
2022-01-01,Peru,4,-75.0,-0.75
2022-02-01,Peru,6,-75.0,-0.75
2022-03-01,Peru,4,-75.0,-0.75
2022-04-01,Peru,2,-75.0,-0.75
2022-05-01,Peru,8,-75.0,-0.75
2022-06-01,Peru,4,-75.0,-0.75
2022-07-01,Peru,2,-75.0,-0.75
2022-08-01,Peru,4,-75.0,-0.75
2022-09-01,Peru,2,-75.0,-0.75
2022-10-01,Peru,2,-75.0,-0.75
2020-01-01,Pakistan,4,-50.0,-0.5
2020-03-01,Pakistan,2,-50.0,-0.5
2020-08-01,Pakistan,4,-50.0,-0.5
2021-02-01,Pakistan,6,-50.0,-0.5
2021-03-01,Pakistan,4,-50.0,-0.5
2021-04-01,Pakistan,2,-50.0,-0.5
2021-07-01,Pakistan,2,-50.0,-0.5
2021-08-01,Pakistan,2,-50.0,-0.5
2021-09-01,Pakistan,2,-50.0,-0.5
2021-11-01,Pakistan,2,-50.0,-0.5
2022-03-01,Pakistan,2,-50.0,-0.5
2022-04-01,Pakistan,2,-50.0,-0.5
2022-05-01,Pakistan,4,-50.0,-0.5
2022-07-01,Pakistan,2,-50.0,-0.5
2022-08-01,Pakistan,4,-50.0,-0.5
2022-09-01,Pakistan,4,-50.0,-0.5
2022-10-01,Pakistan,2,-50.0,-0.5
2020-01-01,Norway,156,70.51282051282051,0.7051282051282052
2020-02-01,Norway,116,70.51282051282051,0.7051282051282052
2020-03-01,Norway,92,70.51282051282051,0.7051282051282052
2020-04-01,Norway,42,70.51282051282051,0.7051282051282052
2020-05-01,Norway,46,70.51282051282051,0.7051282051282052
2020-06-01,Norway,46,70.51282051282051,0.7051282051282052
2020-07-01,Norway,88,70.51282051282051,0.7051282051282052
2020-08-01,Norway,80,70.51282051282051,0.7051282051282052
2020-09-01,Norway,150,70.51282051282051,0.7051282051282052
2020-10-01,Norway,98,70.51282051282051,0.7051282051282052
2020-11-01,Norway,64,70.51282051282051,0.7051282051282052
2020-12-01,Norway,76,70.51282051282051,0.7051282051282052
2021-01-01,Norway,70,70.51282051282051,0.7051282051282052
2021-02-01,Norway,104,70.51282051282051,0.7051282051282052
2021-03-01,Norway,98,70.51282051282051,0.7051282051282052
2021-04-01,Norway,110,70.51282051282051,0.7051282051282052
2021-05-01,Norway,122,70.51282051282051,0.7051282051282052
2021-06-01,Norway,140,70.51282051282051,0.7051282051282052
2021-07-01,Norway,130,70.51282051282051,0.7051282051282052
2021-08-01,Norway,108,70.51282051282051,0.7051282051282052
2021-09-01,Norway,174,70.51282051282051,0.7051282051282052
2021-10-01,Norway,122,70.51282051282051,0.7051282051282052
2021-11-01,Norway,178,70.51282051282051,0.7051282051282052
2021-12-01,Norway,154,70.51282051282051,0.7051282051282052
2022-01-01,Norway,110,70.51282051282051,0.7051282051282052
2022-02-01,Norway,102,70.51282051282051,0.7051282051282052
2022-03-01,Norway,172,70.51282051282051,0.7051282051282052
2022-04-01,Norway,202,70.51282051282051,0.7051282051282052
2022-05-01,Norway,226,70.51282051282051,0.7051282051282052
2022-06-01,Norway,246,70.51282051282051,0.7051282051282052
2022-07-01,Norway,172,70.51282051282051,0.7051282051282052
2022-08-01,Norway,204,70.51282051282051,0.7051282051282052
2022-09-01,Norway,212,70.51282051282051,0.7051282051282052
2022-10-01,Norway,266,70.51282051282051,0.7051282051282052
2020-01-01,New Zealand,122,65.57377049180327,0.6557377049180327
2020-02-01,New Zealand,182,65.57377049180327,0.6557377049180327
2020-03-01,New Zealand,118,65.57377049180327,0.6557377049180327
2020-04-01,New Zealand,14,65.57377049180327,0.6557377049180327
2020-05-01,New Zealand,24,65.57377049180327,0.6557377049180327
2020-06-01,New Zealand,64,65.57377049180327,0.6557377049180327
2020-07-01,New Zealand,128,65.57377049180327,0.6557377049180327
2020-08-01,New Zealand,60,65.57377049180327,0.6557377049180327
2020-09-01,New Zealand,72,65.57377049180327,0.6557377049180327
2020-10-01,New Zealand,134,65.57377049180327,0.6557377049180327
2020-11-01,New Zealand,112,65.57377049180327,0.6557377049180327
2020-12-01,New Zealand,122,65.57377049180327,0.6557377049180327
2021-01-01,New Zealand,144,65.57377049180327,0.6557377049180327
2021-02-01,New Zealand,136,65.57377049180327,0.6557377049180327
2021-03-01,New Zealand,132,65.57377049180327,0.6557377049180327
2021-04-01,New Zealand,182,65.57377049180327,0.6557377049180327
2021-05-01,New Zealand,164,65.57377049180327,0.6557377049180327
2021-06-01,New Zealand,178,65.57377049180327,0.6557377049180327
2021-07-01,New Zealand,172,65.57377049180327,0.6557377049180327
2021-08-01,New Zealand,94,65.57377049180327,0.6557377049180327
2021-09-01,New Zealand,62,65.57377049180327,0.6557377049180327
2021-10-01,New Zealand,98,65.57377049180327,0.6557377049180327
2021-11-01,New Zealand,146,65.57377049180327,0.6557377049180327
2021-12-01,New Zealand,158,65.57377049180327,0.6557377049180327
2022-01-01,New Zealand,148,65.57377049180327,0.6557377049180327
2022-02-01,New Zealand,124,65.57377049180327,0.6557377049180327
2022-03-01,New Zealand,96,65.57377049180327,0.6557377049180327
2022-04-01,New Zealand,128,65.57377049180327,0.6557377049180327
2022-05-01,New Zealand,172,65.57377049180327,0.6557377049180327
2022-06-01,New Zealand,234,65.57377049180327,0.6557377049180327
2022-07-01,New Zealand,144,65.57377049180327,0.6557377049180327
2022-08-01,New Zealand,126,65.57377049180327,0.6557377049180327
2022-09-01,New Zealand,170,65.57377049180327,0.6557377049180327
2022-10-01,New Zealand,202,65.57377049180327,0.6557377049180327
2020-01-01,Netherlands,236,57.6271186440678,0.576271186440678
2020-02-01,Netherlands,268,57.6271186440678,0.576271186440678
2020-03-01,Netherlands,222,57.6271186440678,0.576271186440678
2020-04-01,Netherlands,48,57.6271186440678,0.576271186440678
2020-05-01,Netherlands,80,57.6271186440678,0.576271186440678
2020-06-01,Netherlands,80,57.6271186440678,0.576271186440678
2020-07-01,Netherlands,162,57.6271186440678,0.576271186440678
