Month of Date,City,Number of Active Flights,Increase Percentage
2021-09-01,Riga,34,-0.8947368421052632
2021-10-01,Riga,42,-0.8947368421052632
2021-11-01,Riga,24,-0.8947368421052632
2021-12-01,Riga,34,-0.8947368421052632
2022-01-01,Riga,30,-0.8947368421052632
2022-02-01,Riga,24,-0.8947368421052632
2022-03-01,Riga,10,-0.8947368421052632
2022-04-01,Riga,26,-0.8947368421052632
2022-05-01,Riga,34,-0.8947368421052632
2022-06-01,Riga,54,-0.8947368421052632
2022-07-01,Riga,44,-0.8947368421052632
2022-08-01,Riga,26,-0.8947368421052632
2022-09-01,Riga,2,-0.8947368421052632
2022-10-01,Riga,4,-0.8947368421052632
2020-01-01,Richmond,2,25.0
2020-06-01,Richmond,2,25.0
2020-09-01,Richmond,2,25.0
2020-10-01,Richmond,2,25.0
2020-12-01,Richmond,2,25.0
2021-01-01,Richmond,2,25.0
2021-02-01,Richmond,2,25.0
2021-03-01,Richmond,10,25.0
2021-04-01,Richmond,4,25.0
2021-05-01,Richmond,20,25.0
2021-06-01,Richmond,2,25.0
2021-07-01,Richmond,34,25.0
2021-08-01,Richmond,46,25.0
2021-09-01,Richmond,42,25.0
2021-10-01,Richmond,38,25.0
2021-11-01,Richmond,26,25.0
2021-12-01,Richmond,52,25.0
2022-01-01,Richmond,36,25.0
2022-02-01,Richmond,42,25.0
2022-03-01,Richmond,50,25.0
2022-04-01,Richmond,52,25.0
2022-05-01,Richmond,46,25.0
2022-06-01,Richmond,36,25.0
2022-07-01,Richmond,24,25.0
2022-08-01,Richmond,36,25.0
2022-09-01,Richmond,48,25.0
2022-10-01,Richmond,52,25.0
2020-01-01,Rennes,2,1.0
2020-02-01,Rennes,4,1.0
2020-03-01,Rennes,2,1.0
2020-08-01,Rennes,4,1.0
2020-09-01,Rennes,2,1.0
2020-10-01,Rennes,6,1.0
2020-11-01,Rennes,2,1.0
2020-12-01,Rennes,2,1.0
2021-01-01,Rennes,10,1.0
2021-02-01,Rennes,4,1.0
2021-03-01,Rennes,2,1.0
2021-04-01,Rennes,8,1.0
2021-06-01,Rennes,6,1.0
2021-07-01,Rennes,2,1.0
2021-08-01,Rennes,12,1.0
2021-09-01,Rennes,2,1.0
2021-10-01,Rennes,4,1.0
2021-11-01,Rennes,2,1.0
2021-12-01,Rennes,2,1.0
2022-01-01,Rennes,6,1.0
2022-03-01,Rennes,12,1.0
2022-04-01,Rennes,4,1.0
2022-05-01,Rennes,6,1.0
2022-06-01,Rennes,6,1.0
2022-07-01,Rennes,8,1.0
2022-08-01,Rennes,4,1.0
2022-09-01,Rennes,4,1.0
2022-10-01,Rennes,4,1.0
2020-01-01,Redhill,8,3.25
2020-02-01,Redhill,86,3.25
2020-03-01,Redhill,36,3.25
2020-05-01,Redhill,2,3.25
2020-06-01,Redhill,2,3.25
2020-07-01,Redhill,16,3.25
2020-08-01,Redhill,26,3.25
2020-09-01,Redhill,10,3.25
2020-10-01,Redhill,10,3.25
2020-11-01,Redhill,8,3.25
2020-12-01,Redhill,6,3.25
2021-01-01,Redhill,4,3.25
2021-02-01,Redhill,2,3.25
2021-04-01,Redhill,16,3.25
2021-05-01,Redhill,18,3.25
2021-06-01,Redhill,16,3.25
2021-07-01,Redhill,30,3.25
2021-08-01,Redhill,60,3.25
2021-09-01,Redhill,40,3.25
2021-10-01,Redhill,54,3.25
2021-11-01,Redhill,54,3.25
2021-12-01,Redhill,36,3.25
2022-01-01,Redhill,38,3.25
2022-02-01,Redhill,42,3.25
2022-03-01,Redhill,18,3.25
2022-04-01,Redhill,32,3.25
2022-05-01,Redhill,102,3.25
2022-06-01,Redhill,80,3.25
2022-07-01,Redhill,78,3.25
2022-08-01,Redhill,62,3.25
2022-09-01,Redhill,42,3.25
2022-10-01,Redhill,34,3.25
2020-01-01,Ras Al Khaimah,4,-0.5
2020-06-01,Ras Al Khaimah,4,-0.5
2020-08-01,Ras Al Khaimah,4,-0.5
2020-09-01,Ras Al Khaimah,2,-0.5
2020-10-01,Ras Al Khaimah,2,-0.5
2021-01-01,Ras Al Khaimah,4,-0.5
2021-02-01,Ras Al Khaimah,2,-0.5
2021-07-01,Ras Al Khaimah,4,-0.5
2021-09-01,Ras Al Khaimah,2,-0.5
2021-10-01,Ras Al Khaimah,2,-0.5
2021-11-01,Ras Al Khaimah,2,-0.5
2022-03-01,Ras Al Khaimah,6,-0.5
2022-06-01,Ras Al Khaimah,2,-0.5
2022-10-01,Ras Al Khaimah,2,-0.5
2020-01-01,Raleigh-durham,104,-0.25
2020-02-01,Raleigh-durham,100,-0.25
2020-03-01,Raleigh-durham,102,-0.25
2020-04-01,Raleigh-durham,24,-0.25
2020-05-01,Raleigh-durham,26,-0.25
2020-06-01,Raleigh-durham,42,-0.25
2020-07-01,Raleigh-durham,42,-0.25
2020-08-01,Raleigh-durham,48,-0.25
2020-09-01,Raleigh-durham,40,-0.25
2020-10-01,Raleigh-durham,36,-0.25
2020-11-01,Raleigh-durham,42,-0.25
2020-12-01,Raleigh-durham,40,-0.25
2021-01-01,Raleigh-durham,42,-0.25
2021-02-01,Raleigh-durham,46,-0.25
2021-03-01,Raleigh-durham,60,-0.25
2021-04-01,Raleigh-durham,76,-0.25
2021-05-01,Raleigh-durham,66,-0.25
2021-06-01,Raleigh-durham,104,-0.25
2021-07-01,Raleigh-durham,82,-0.25
2021-08-01,Raleigh-durham,86,-0.25
2021-09-01,Raleigh-durham,98,-0.25
2021-10-01,Raleigh-durham,88,-0.25
2021-11-01,Raleigh-durham,94,-0.25
2021-12-01,Raleigh-durham,120,-0.25
2022-01-01,Raleigh-durham,102,-0.25
2022-02-01,Raleigh-durham,94,-0.25
2022-03-01,Raleigh-durham,102,-0.25
2022-04-01,Raleigh-durham,114,-0.25
2022-05-01,Raleigh-durham,102,-0.25
2022-06-01,Raleigh-durham,112,-0.25
2022-07-01,Raleigh-durham,90,-0.25
2022-08-01,Raleigh-durham,94,-0.25
2022-09-01,Raleigh-durham,90,-0.25
2022-10-01,Raleigh-durham,78,-0.25
2020-01-01,Quebec,4,0.0
2020-02-01,Quebec,2,0.0
2020-03-01,Quebec,6,0.0
2020-04-01,Quebec,2,0.0
2020-06-01,Quebec,4,0.0
2020-07-01,Quebec,6,0.0
2020-08-01,Quebec,2,0.0
2021-02-01,Quebec,2,0.0
2021-06-01,Quebec,2,0.0
2021-08-01,Quebec,2,0.0
2021-09-01,Quebec,6,0.0
2021-11-01,Quebec,2,0.0
2021-12-01,Quebec,2,0.0
2022-04-01,Quebec,2,0.0
2022-05-01,Quebec,2,0.0
2022-06-01,Quebec,4,0.0
2022-07-01,Quebec,4,0.0
2022-08-01,Quebec,8,0.0
2022-10-01,Quebec,4,0.0
2020-01-01,Punta Gorda,6,-0.3333333333333333
2020-02-01,Punta Gorda,12,-0.3333333333333333
2020-03-01,Punta Gorda,16,-0.3333333333333333
2020-04-01,Punta Gorda,2,-0.3333333333333333
2020-05-01,Punta Gorda,8,-0.3333333333333333
2020-06-01,Punta Gorda,4,-0.3333333333333333
2020-07-01,Punta Gorda,14,-0.3333333333333333
2020-08-01,Punta Gorda,10,-0.3333333333333333
2020-09-01,Punta Gorda,8,-0.3333333333333333
2020-10-01,Punta Gorda,6,-0.3333333333333333
2020-11-01,Punta Gorda,8,-0.3333333333333333
2020-12-01,Punta Gorda,12,-0.3333333333333333
2021-01-01,Punta Gorda,14,-0.3333333333333333
2021-02-01,Punta Gorda,6,-0.3333333333333333
2021-03-01,Punta Gorda,4,-0.3333333333333333
2021-04-01,Punta Gorda,6,-0.3333333333333333
2021-05-01,Punta Gorda,4,-0.3333333333333333
2021-07-01,Punta Gorda,4,-0.3333333333333333
2021-08-01,Punta Gorda,8,-0.3333333333333333
2021-09-01,Punta Gorda,2,-0.3333333333333333
2021-11-01,Punta Gorda,4,-0.3333333333333333
2021-12-01,Punta Gorda,2,-0.3333333333333333
2022-01-01,Punta Gorda,6,-0.3333333333333333
2022-04-01,Punta Gorda,6,-0.3333333333333333
2022-05-01,Punta Gorda,4,-0.3333333333333333
2022-06-01,Punta Gorda,4,-0.3333333333333333
2022-08-01,Punta Gorda,2,-0.3333333333333333
2022-10-01,Punta Gorda,4,-0.3333333333333333
2020-01-01,Pueblo,2,0.0
2020-03-01,Pueblo,2,0.0
2020-05-01,Pueblo,2,0.0
2020-08-01,Pueblo,2,0.0
2020-09-01,Pueblo,4,0.0
2021-11-01,Pueblo,2,0.0
2022-03-01,Pueblo,2,0.0
2022-07-01,Pueblo,2,0.0
2022-10-01,Pueblo,2,0.0
2020-01-01,Provo,2,1.0
2020-07-01,Provo,2,1.0
2020-09-01,Provo,6,1.0
2020-11-01,Provo,2,1.0
2021-02-01,Provo,6,1.0
2021-03-01,Provo,2,1.0
2021-04-01,Provo,6,1.0
2021-05-01,Provo,4,1.0
2021-06-01,Provo,2,1.0
2021-07-01,Provo,4,1.0
2021-09-01,Provo,4,1.0
2021-10-01,Provo,8,1.0
2021-11-01,Provo,4,1.0
2022-02-01,Provo,6,1.0
2022-04-01,Provo,2,1.0
2022-05-01,Provo,8,1.0
2022-06-01,Provo,2,1.0
2022-07-01,Provo,2,1.0
2022-08-01,Provo,2,1.0
2022-09-01,Provo,6,1.0
2022-10-01,Provo,4,1.0
2020-01-01,Providence,10,-0.6
2020-02-01,Providence,22,-0.6
2020-03-01,Providence,22,-0.6
2020-04-01,Providence,4,-0.6
2020-05-01,Providence,8,-0.6
2020-07-01,Providence,12,-0.6
2020-08-01,Providence,12,-0.6
2020-09-01,Providence,12,-0.6
2020-10-01,Providence,10,-0.6
2020-11-01,Providence,4,-0.6
2020-12-01,Providence,6,-0.6
2021-01-01,Providence,4,-0.6
2021-02-01,Providence,8,-0.6
2021-03-01,Providence,26,-0.6
2021-04-01,Providence,20,-0.6
2021-05-01,Providence,16,-0.6
2021-06-01,Providence,20,-0.6
2021-07-01,Providence,28,-0.6
2021-08-01,Providence,18,-0.6
2021-09-01,Providence,20,-0.6
2021-10-01,Providence,18,-0.6
2021-11-01,Providence,14,-0.6
2021-12-01,Providence,18,-0.6
2022-01-01,Providence,10,-0.6
2022-02-01,Providence,22,-0.6
2022-03-01,Providence,22,-0.6
2022-04-01,Providence,12,-0.6
2022-05-01,Providence,22,-0.6
2022-06-01,Providence,24,-0.6
2022-07-01,Providence,24,-0.6
2022-08-01,Providence,10,-0.6
2022-09-01,Providence,20,-0.6
2022-10-01,Providence,4,-0.6
2020-01-01,Prestwick,4,1.0
2020-03-01,Prestwick,4,1.0
2020-06-01,Prestwick,2,1.0
2020-09-01,Prestwick,2,1.0
2020-10-01,Prestwick,4,1.0
2021-01-01,Prestwick,2,1.0
2021-04-01,Prestwick,2,1.0
2021-05-01,Prestwick,4,1.0
2021-06-01,Prestwick,8,1.0
2021-07-01,Prestwick,6,1.0
2021-08-01,Prestwick,4,1.0
2021-09-01,Prestwick,2,1.0
2021-11-01,Prestwick,8,1.0
2021-12-01,Prestwick,6,1.0
2022-02-01,Prestwick,4,1.0
2022-03-01,Prestwick,8,1.0
2022-04-01,Prestwick,8,1.0
2022-05-01,Prestwick,4,1.0
2022-06-01,Prestwick,8,1.0
2022-07-01,Prestwick,6,1.0
2022-08-01,Prestwick,8,1.0
2022-09-01,Prestwick,2,1.0
2022-10-01,Prestwick,8,1.0
2020-01-01,Prague,62,0.03225806451612903
2020-02-01,Prague,48,0.03225806451612903
2020-03-01,Prague,40,0.03225806451612903
2020-04-01,Prague,4,0.03225806451612903
2020-05-01,Prague,4,0.03225806451612903
2020-06-01,Prague,16,0.03225806451612903
2020-07-01,Prague,20,0.03225806451612903
2020-08-01,Prague,16,0.03225806451612903
2020-09-01,Prague,32,0.03225806451612903
2020-10-01,Prague,12,0.03225806451612903
2020-11-01,Prague,24,0.03225806451612903
2020-12-01,Prague,10,0.03225806451612903
2021-01-01,Prague,10,0.03225806451612903
2021-02-01,Prague,16,0.03225806451612903
2021-03-01,Prague,10,0.03225806451612903
2021-04-01,Prague,22,0.03225806451612903
2021-05-01,Prague,14,0.03225806451612903
2021-06-01,Prague,22,0.03225806451612903
2021-07-01,Prague,30,0.03225806451612903
2021-08-01,Prague,52,0.03225806451612903
2021-09-01,Prague,40,0.03225806451612903
2021-10-01,Prague,50,0.03225806451612903
2021-11-01,Prague,38,0.03225806451612903
2021-12-01,Prague,48,0.03225806451612903
2022-01-01,Prague,38,0.03225806451612903
2022-02-01,Prague,56,0.03225806451612903
2022-03-01,Prague,38,0.03225806451612903
2022-04-01,Prague,52,0.03225806451612903
2022-05-01,Prague,58,0.03225806451612903
2022-06-01,Prague,52,0.03225806451612903
2022-07-01,Prague,56,0.03225806451612903
2022-08-01,Prague,48,0.03225806451612903
2022-09-01,Prague,64,0.03225806451612903
2022-10-01,Prague,64,0.03225806451612903
2020-01-01,Poznan,6,2.0
2020-02-01,Poznan,14,2.0
2020-03-01,Poznan,2,2.0
2020-04-01,Poznan,10,2.0
2020-05-01,Poznan,4,2.0
2020-06-01,Poznan,8,2.0
2020-07-01,Poznan,2,2.0
2020-08-01,Poznan,6,2.0
2020-09-01,Poznan,6,2.0
2020-10-01,Poznan,4,2.0
2020-11-01,Poznan,6,2.0
2020-12-01,Poznan,2,2.0
2021-01-01,Poznan,2,2.0
2021-02-01,Poznan,4,2.0
2021-03-01,Poznan,2,2.0
2021-04-01,Poznan,12,2.0
2021-06-01,Poznan,18,2.0
2021-07-01,Poznan,10,2.0
2021-08-01,Poznan,12,2.0
2021-09-01,Poznan,8,2.0
2021-10-01,Poznan,10,2.0
2021-11-01,Poznan,8,2.0
2021-12-01,Poznan,12,2.0
2022-01-01,Poznan,2,2.0
2022-02-01,Poznan,24,2.0
2022-03-01,Poznan,10,2.0
2022-04-01,Poznan,24,2.0
2022-05-01,Poznan,28,2.0
2022-06-01,Poznan,22,2.0
2022-07-01,Poznan,16,2.0
2022-08-01,Poznan,32,2.0
2022-09-01,Poznan,24,2.0
2022-10-01,Poznan,18,2.0
2020-01-01,Porto,32,0.8125
2020-02-01,Porto,50,0.8125
2020-03-01,Porto,28,0.8125
2020-04-01,Porto,6,0.8125
2020-06-01,Porto,10,0.8125
2020-07-01,Porto,28,0.8125
2020-08-01,Porto,50,0.8125
2020-09-01,Porto,40,0.8125
2020-10-01,Porto,18,0.8125
2020-11-01,Porto,16,0.8125
2020-12-01,Porto,34,0.8125
2021-01-01,Porto,28,0.8125
2021-02-01,Porto,14,0.8125
2021-03-01,Porto,16,0.8125
2021-04-01,Porto,22,0.8125
2021-05-01,Porto,38,0.8125
2021-06-01,Porto,52,0.8125
2021-07-01,Porto,54,0.8125
2021-08-01,Porto,34,0.8125
2021-09-01,Porto,56,0.8125
2021-10-01,Porto,58,0.8125
2021-11-01,Porto,50,0.8125
2021-12-01,Porto,60,0.8125
2022-01-01,Porto,62,0.8125
2022-02-01,Porto,40,0.8125
2022-03-01,Porto,58,0.8125
2022-04-01,Porto,58,0.8125
2022-05-01,Porto,70,0.8125
2022-06-01,Porto,74,0.8125
2022-07-01,Porto,96,0.8125
2022-08-01,Porto,96,0.8125
2022-09-01,Porto,60,0.8125
2022-10-01,Porto,58,0.8125
2020-01-01,Portland,84,0.11904761904761904
2020-02-01,Portland,114,0.11904761904761904
2020-03-01,Portland,108,0.11904761904761904
2020-04-01,Portland,28,0.11904761904761904
2020-05-01,Portland,38,0.11904761904761904
2020-06-01,Portland,32,0.11904761904761904
2020-07-01,Portland,78,0.11904761904761904
2020-08-01,Portland,84,0.11904761904761904
2020-09-01,Portland,96,0.11904761904761904
2020-10-01,Portland,76,0.11904761904761904
2020-11-01,Portland,82,0.11904761904761904
2020-12-01,Portland,118,0.11904761904761904
2021-01-01,Portland,88,0.11904761904761904
2021-02-01,Portland,76,0.11904761904761904
2021-03-01,Portland,102,0.11904761904761904
2021-04-01,Portland,108,0.11904761904761904
2021-05-01,Portland,112,0.11904761904761904
2021-06-01,Portland,132,0.11904761904761904
2021-07-01,Portland,120,0.11904761904761904
2021-08-01,Portland,126,0.11904761904761904
2021-09-01,Portland,94,0.11904761904761904
2021-10-01,Portland,88,0.11904761904761904
2021-11-01,Portland,88,0.11904761904761904
2021-12-01,Portland,68,0.11904761904761904
2022-01-01,Portland,50,0.11904761904761904
2022-02-01,Portland,66,0.11904761904761904
2022-03-01,Portland,84,0.11904761904761904
2022-04-01,Portland,96,0.11904761904761904
2022-05-01,Portland,82,0.11904761904761904
2022-06-01,Portland,118,0.11904761904761904
2022-07-01,Portland,148,0.11904761904761904
2022-08-01,Portland,120,0.11904761904761904
2022-09-01,Portland,106,0.11904761904761904
2022-10-01,Portland,94,0.11904761904761904
2020-01-01,Port Macquarie,4,1.0
2020-08-01,Port Macquarie,2,1.0
2020-11-01,Port Macquarie,4,1.0
2020-12-01,Port Macquarie,4,1.0
2021-02-01,Port Macquarie,6,1.0
2021-03-01,Port Macquarie,2,1.0
2021-04-01,Port Macquarie,4,1.0
2021-06-01,Port Macquarie,8,1.0
2021-07-01,Port Macquarie,4,1.0
2021-09-01,Port Macquarie,2,1.0
2021-10-01,Port Macquarie,4,1.0
2021-11-01,Port Macquarie,2,1.0
2021-12-01,Port Macquarie,4,1.0
2022-01-01,Port Macquarie,4,1.0
2022-02-01,Port Macquarie,4,1.0
2022-03-01,Port Macquarie,2,1.0
2022-04-01,Port Macquarie,4,1.0
2022-05-01,Port Macquarie,8,1.0
2022-07-01,Port Macquarie,4,1.0
2022-08-01,Port Macquarie,8,1.0
2022-09-01,Port Macquarie,4,1.0
2022-10-01,Port Macquarie,8,1.0
2020-01-01,Pontiac,4,0.0
2020-02-01,Pontiac,2,0.0
2020-03-01,Pontiac,8,0.0
2020-05-01,Pontiac,4,0.0
2020-06-01,Pontiac,4,0.0
2020-07-01,Pontiac,10,0.0
2020-08-01,Pontiac,4,0.0
2020-09-01,Pontiac,10,0.0
2020-10-01,Pontiac,16,0.0
2020-11-01,Pontiac,2,0.0
2020-12-01,Pontiac,6,0.0
2021-01-01,Pontiac,8,0.0
2021-02-01,Pontiac,2,0.0
2021-03-01,Pontiac,6,0.0
2021-04-01,Pontiac,10,0.0
2021-05-01,Pontiac,4,0.0
2021-06-01,Pontiac,14,0.0
2021-07-01,Pontiac,4,0.0
2021-08-01,Pontiac,2,0.0
2021-09-01,Pontiac,6,0.0
2021-10-01,Pontiac,6,0.0
2021-11-01,Pontiac,6,0.0
2021-12-01,Pontiac,8,0.0
2022-01-01,Pontiac,4,0.0
2022-02-01,Pontiac,4,0.0
2022-03-01,Pontiac,8,0.0
2022-04-01,Pontiac,2,0.0
2022-05-01,Pontiac,10,0.0
2022-06-01,Pontiac,10,0.0
2022-07-01,Pontiac,12,0.0
2022-08-01,Pontiac,8,0.0
2022-09-01,Pontiac,10,0.0
2022-10-01,Pontiac,4,0.0
2020-01-01,Ponta Delgada,10,-0.2
2020-02-01,Ponta Delgada,4,-0.2
2020-04-01,Ponta Delgada,2,-0.2
2020-06-01,Ponta Delgada,4,-0.2
2020-07-01,Ponta Delgada,4,-0.2
2020-08-01,Ponta Delgada,14,-0.2
2020-09-01,Ponta Delgada,10,-0.2
2020-10-01,Ponta Delgada,4,-0.2
2020-11-01,Ponta Delgada,4,-0.2
2020-12-01,Ponta Delgada,6,-0.2
2021-01-01,Ponta Delgada,10,-0.2
2021-02-01,Ponta Delgada,4,-0.2
2021-04-01,Ponta Delgada,2,-0.2
2021-05-01,Ponta Delgada,4,-0.2
2021-06-01,Ponta Delgada,8,-0.2
2021-07-01,Ponta Delgada,10,-0.2
2021-08-01,Ponta Delgada,14,-0.2
2021-09-01,Ponta Delgada,10,-0.2
2021-10-01,Ponta Delgada,8,-0.2
2021-11-01,Ponta Delgada,12,-0.2
2021-12-01,Ponta Delgada,4,-0.2
2022-01-01,Ponta Delgada,10,-0.2
2022-02-01,Ponta Delgada,10,-0.2
2022-03-01,Ponta Delgada,14,-0.2
2022-04-01,Ponta Delgada,10,-0.2
2022-05-01,Ponta Delgada,12,-0.2
2022-06-01,Ponta Delgada,4,-0.2
2022-07-01,Ponta Delgada,6,-0.2
2022-09-01,Ponta Delgada,14,-0.2
2022-10-01,Ponta Delgada,8,-0.2
2020-01-01,Point Mugu,4,-0.5
2020-02-01,Point Mugu,2,-0.5
2020-04-01,Point Mugu,2,-0.5
2020-06-01,Point Mugu,2,-0.5
2020-10-01,Point Mugu,2,-0.5
2020-11-01,Point Mugu,4,-0.5
2020-12-01,Point Mugu,2,-0.5
2021-02-01,Point Mugu,4,-0.5
2021-07-01,Point Mugu,2,-0.5
2021-08-01,Point Mugu,2,-0.5
2021-10-01,Point Mugu,2,-0.5
2021-11-01,Point Mugu,2,-0.5
2022-01-01,Point Mugu,2,-0.5
2022-02-01,Point Mugu,2,-0.5
2022-07-01,Point Mugu,2,-0.5
2022-10-01,Point Mugu,2,-0.5
2020-01-01,Pittsburgh,14,-0.14285714285714285
2020-02-01,Pittsburgh,6,-0.14285714285714285
2020-03-01,Pittsburgh,4,-0.14285714285714285
2020-04-01,Pittsburgh,8,-0.14285714285714285
2020-05-01,Pittsburgh,4,-0.14285714285714285
2020-06-01,Pittsburgh,12,-0.14285714285714285
2020-07-01,Pittsburgh,30,-0.14285714285714285
2020-08-01,Pittsburgh,4,-0.14285714285714285
2020-09-01,Pittsburgh,6,-0.14285714285714285
2020-10-01,Pittsburgh,8,-0.14285714285714285
2020-11-01,Pittsburgh,40,-0.14285714285714285
2020-12-01,Pittsburgh,42,-0.14285714285714285
2021-01-01,Pittsburgh,8,-0.14285714285714285
2021-02-01,Pittsburgh,10,-0.14285714285714285
2021-03-01,Pittsburgh,10,-0.14285714285714285
2021-04-01,Pittsburgh,18,-0.14285714285714285
2021-05-01,Pittsburgh,24,-0.14285714285714285
2021-06-01,Pittsburgh,52,-0.14285714285714285
2021-07-01,Pittsburgh,70,-0.14285714285714285
2021-08-01,Pittsburgh,56,-0.14285714285714285
2021-09-01,Pittsburgh,42,-0.14285714285714285
2021-10-01,Pittsburgh,52,-0.14285714285714285
2021-11-01,Pittsburgh,72,-0.14285714285714285
2021-12-01,Pittsburgh,60,-0.14285714285714285
2022-01-01,Pittsburgh,24,-0.14285714285714285
2022-02-01,Pittsburgh,16,-0.14285714285714285
2022-03-01,Pittsburgh,48,-0.14285714285714285
2022-04-01,Pittsburgh,48,-0.14285714285714285
2022-05-01,Pittsburgh,48,-0.14285714285714285
2022-06-01,Pittsburgh,90,-0.14285714285714285
2022-07-01,Pittsburgh,40,-0.14285714285714285
2022-08-01,Pittsburgh,12,-0.14285714285714285
2022-09-01,Pittsburgh,8,-0.14285714285714285
2022-10-01,Pittsburgh,12,-0.14285714285714285
2020-01-01,Phoenix,314,0.012738853503184714
2020-02-01,Phoenix,374,0.012738853503184714
2020-03-01,Phoenix,354,0.012738853503184714
2020-04-01,Phoenix,164,0.012738853503184714
2020-05-01,Phoenix,176,0.012738853503184714
2020-06-01,Phoenix,194,0.012738853503184714
2020-07-01,Phoenix,190,0.012738853503184714
2020-08-01,Phoenix,216,0.012738853503184714
2020-09-01,Phoenix,228,0.012738853503184714
2020-10-01,Phoenix,202,0.012738853503184714
2020-11-01,Phoenix,266,0.012738853503184714
2020-12-01,Phoenix,250,0.012738853503184714
2021-01-01,Phoenix,220,0.012738853503184714
2021-02-01,Phoenix,228,0.012738853503184714
2021-03-01,Phoenix,258,0.012738853503184714
2021-04-01,Phoenix,312,0.012738853503184714
2021-05-01,Phoenix,282,0.012738853503184714
2021-06-01,Phoenix,278,0.012738853503184714
2021-07-01,Phoenix,290,0.012738853503184714
2021-08-01,Phoenix,316,0.012738853503184714
2021-09-01,Phoenix,228,0.012738853503184714
2021-10-01,Phoenix,270,0.012738853503184714
2021-11-01,Phoenix,336,0.012738853503184714
2021-12-01,Phoenix,330,0.012738853503184714
2022-01-01,Phoenix,312,0.012738853503184714
2022-02-01,Phoenix,292,0.012738853503184714
2022-03-01,Phoenix,328,0.012738853503184714
2022-04-01,Phoenix,264,0.012738853503184714
2022-05-01,Phoenix,270,0.012738853503184714
2022-06-01,Phoenix,272,0.012738853503184714
2022-07-01,Phoenix,284,0.012738853503184714
2022-08-01,Phoenix,264,0.012738853503184714
2022-09-01,Phoenix,248,0.012738853503184714
2022-10-01,Phoenix,318,0.012738853503184714
2020-01-01,Philadelphia,170,0.10588235294117647
2020-02-01,Philadelphia,228,0.10588235294117647
2020-03-01,Philadelphia,210,0.10588235294117647
2020-04-01,Philadelphia,100,0.10588235294117647
2020-05-01,Philadelphia,46,0.10588235294117647
2020-06-01,Philadelphia,62,0.10588235294117647
2020-07-01,Philadelphia,138,0.10588235294117647
2020-08-01,Philadelphia,178,0.10588235294117647
2020-09-01,Philadelphia,114,0.10588235294117647
2020-10-01,Philadelphia,120,0.10588235294117647
2020-11-01,Philadelphia,126,0.10588235294117647
2020-12-01,Philadelphia,144,0.10588235294117647
2021-01-01,Philadelphia,118,0.10588235294117647
2021-02-01,Philadelphia,98,0.10588235294117647
2021-03-01,Philadelphia,132,0.10588235294117647
2021-04-01,Philadelphia,92,0.10588235294117647
2021-05-01,Philadelphia,182,0.10588235294117647
2021-06-01,Philadelphia,204,0.10588235294117647
2021-07-01,Philadelphia,184,0.10588235294117647
2021-08-01,Philadelphia,162,0.10588235294117647
2021-09-01,Philadelphia,176,0.10588235294117647
2021-10-01,Philadelphia,140,0.10588235294117647
2021-11-01,Philadelphia,160,0.10588235294117647
2021-12-01,Philadelphia,194,0.10588235294117647
2022-01-01,Philadelphia,116,0.10588235294117647
2022-02-01,Philadelphia,128,0.10588235294117647
2022-03-01,Philadelphia,168,0.10588235294117647
2022-04-01,Philadelphia,198,0.10588235294117647
2022-05-01,Philadelphia,242,0.10588235294117647
2022-06-01,Philadelphia,186,0.10588235294117647
2022-07-01,Philadelphia,184,0.10588235294117647
2022-08-01,Philadelphia,198,0.10588235294117647
2022-09-01,Philadelphia,176,0.10588235294117647
2022-10-01,Philadelphia,188,0.10588235294117647
2020-01-01,Perugia,4,-0.5
2020-02-01,Perugia,4,-0.5
2020-03-01,Perugia,2,-0.5
2020-09-01,Perugia,2,-0.5
2020-10-01,Perugia,2,-0.5
2021-06-01,Perugia,6,-0.5
2021-09-01,Perugia,2,-0.5
2021-10-01,Perugia,4,-0.5
2022-02-01,Perugia,2,-0.5
2022-03-01,Perugia,2,-0.5
2022-05-01,Perugia,2,-0.5
2022-06-01,Perugia,2,-0.5
2022-07-01,Perugia,4,-0.5
2022-08-01,Perugia,6,-0.5
2022-09-01,Perugia,2,-0.5
2022-10-01,Perugia,2,-0.5
2020-01-01,Perth,40,0.85
2020-02-01,Perth,38,0.85
2020-03-01,Perth,52,0.85
2020-04-01,Perth,12,0.85
2020-05-01,Perth,12,0.85
2020-06-01,Perth,22,0.85
2020-07-01,Perth,20,0.85
2020-08-01,Perth,24,0.85
2020-09-01,Perth,28,0.85
2020-10-01,Perth,34,0.85
2020-11-01,Perth,30,0.85
2020-12-01,Perth,48,0.85
2021-01-01,Perth,28,0.85
2021-02-01,Perth,30,0.85
2021-03-01,Perth,52,0.85
2021-04-01,Perth,52,0.85
2021-05-01,Perth,28,0.85
2021-06-01,Perth,42,0.85
2021-07-01,Perth,22,0.85
2021-08-01,Perth,28,0.85
2021-09-01,Perth,22,0.85
2021-10-01,Perth,34,0.85
2021-11-01,Perth,26,0.85
