,ICAO,Airline,Country/Region
2164,RGN,Cygnus Air,Spain
2165,CYC,Cyprair Tours,Cyprus
2166,CYS,Cypress Airlines,Canada
2167,CYP,Cyprus Airways,Cyprus
2168,KYV,Cyprus Turkish Airlines,Turkey
2169,CEF,Czech Air Force,Czech Republic
2170,AHD,Czech Air Handling,Czech Republic
2171,CSA,Czech Airlines,Czech Republic
2172,CIE,Czech Government Flying Service,Czech Republic
2173,CGP,Cargo Plus Aviation,United Arab Emirates
2174,HNL,CHC Helicopters Netherlands,Netherlands
2175,KEM,CemAir,South Africa
2176,JLH,Centro de Servicio Aeronautico,Mexico
2177,FCB,Cobalt,Cyprus
2178,CVK,CAVOK Airlines,Ukraine
2179,CLI,Clickair,Spain
2180,CHB,West Air (China),China
2181,CRN,Carson Air Ltd,CANADA
2182,DJT,Dreamjet,France
2183,DPJ,Delta Private Jets,United States
2184,DJR,Desert Jet,United States
2185,DLC,Dehong South Asian General Aviation,China
2186,DNS,Dniproaviaservis Company,Ukraine
2187,DRF,Dream Flyers Training Center,Spain
2188,DMF,DMCFLY,Mexico
2189,NAU,Danaus Lineas Aereas,Mexico
2190,GDF,DF Aviation,Ukraine
2191,DDA,D & D Aviation,United States
2192,DNK,D&K Aviation,United States
2193,VPA,DanubeWings,Slovakia
2194,DHE,DAP Helicopteros,Chile
2195,VLF,DFS UK Limited,United Kingdom
2196,DSR,DAS Air Cargo,Uganda
2197,RKC,DAS Airlines,Democratic Republic of the Congo
2198,DTR,DAT Danish Air Transport,Denmark
2199,ENT,DAT Enterprise Limited,United Kingdom
2200,BDN,DERA Boscombe Down,United Kingdom
2201,DSN,DESNA,Ukraine
2202,DET,DETA Air,Kazakhstan
2203,DGO,DGO Jet,Mexico
2204,DAE,DHL Aero Expreso,Panama
2205,DHK,DHL Air Limited,United Kingdom
2206,DHV,DHL Aviation,South Africa
2207,DHX,DHL International,Bahrain
2208,JOS,DHL de Guatemala,Guatemala
2209,RSK,DSWA,United States
2210,DAO,Daallo Airlines,Djibouti
2211,DAG,Dagestan Airlines,Russia
2212,DHA,Dahla Airlines,Democratic Republic of Congo
2213,DCS,DC Aviation,Germany
2214,DCX,Daimler-Chrysler,United States
2215,DKA,Daka,Kazakhstan
2216,DLR,Dala Air Services,Nigeria
2217,KHB,Dalavia,Russia
2218,DXP,Dallas Express Airlines,United States
2219,DAS,Damascene Airways,Syrian Arab Republic
2220,DSA,Danbury Airways,United States
2221,DOP,Dancopter,Denmark
2222,DAF,Danish Air Force,Denmark
2223,DDL,Danish Air Lines,Denmark
2224,DAR,Danish Army,Denmark
2225,DNY,Danish Navy,Denmark
2226,DNU,Danu Oro Transportas,Lithuania
2227,DRT,Darta,France
2228,DWT,Darwin Airline,Switzerland
2229,DSQ,Dasab Airlines,Uganda
2230,DSH,Dash Air Charter,United States
2231,GOB,Dash Aviation,United Kingdom
2232,DGX,Dasnair,Switzerland
2233,DAB,Dassault Aviation,France
2234,CVF,Dassault Falcon Jet Corporation,United States
2235,DSO,Dassault Falcon Service,France
2236,DTN,Data International,Sudan
2237,XDT,Date Transformation Corp,United States
2238,DAU,Dauair,Germany
2239,DCO,David Crawshaw Consultants Limited,United Kingdom
2240,DWN,Dawn Air,United States
2241,DJS,DayJet,United States
2242,DAY,Daya Aviation,Sri Lanka
2243,DHC,De Havilland,Canada
2244,IAY,Deadalos Flugtbetriebs,Austria
2245,DAA,Decatur Aviation,United States
2246,DKN,Deccan Charters,India
2247,JDC,Deere and Company,United States
2248,DWR,Delaware Skyways,United States
2249,DEA,Delta Aerotaxi,Italy
2250,SNO,Delta Air Charter,Canada
2251,ELJ,Delta Private Jets,United States
2252,DAL,Delta Air Lines,United States
2253,KMB,Delta Engineering Aviation,United Kingdom
2254,DLI,Delta Express International,Ukraine
2255,DSU,Delta State University,United States
2256,DNM,Denim Air,Netherlands
2257,FEC,Denver Express,United States
2258,DJT,Denver Jet,United States
2259,FGC,Departament d'Agricultura de la Generalitat de Catalunya,Spain
2260,DRY,Deraya Air Taxi,Indonesia
2261,DRX,Des R Cargo Express,Mauritania
2262,MIZ,Desarrollo Milaz,Mexico
2263,DTY,Destiny Air Services,Sierra Leone
2264,AMB,Deutsche Rettungsflugwacht,Germany
2265,LFO,Deutsches Zentrum fur Luft-und Raumfahrt EV,Germany
2266,DIS,Di Air,Serbia
2267,SPK,Diamond Aviation,United States
2268,DRB,Didier Rousset Buy,Chile
2269,DGT,Digital Equipment Corporation,United States
2270,DIP,Diplomatic Freight Services,United Kingdom
2271,ENA,Dirección General de Aviación Civil y Telecomunicasciones,Spain
2272,DIA,Direct Air,United States
2273,XAP,Direct Air trading as Midway Connection,United States
2274,DCT,Direct Flight,United Kingdom
2275,SXP,Direct Fly,Poland
2276,DIR,Dirgantara Air Service,Indonesia
2277,DCV,Discover Air,United States
2278,DVA,Discovery Airways,United States
2279,XDS,Dispatch Services,United States
2280,DIX,Dix Aviation,Germany
2281,DEE,Dixie Airways,United States
2282,UDN,Dniproavia,Ukraine
2283,FDN,Dolphin Air,United Arab Emirates
2284,IXX,Dolphin Express Airlines,United States
2285,DPL,Dome Petroleum,Canada
2286,ADM,Dominair,Dominican Republic
2287,MYO,Dominguez Toledo (Grupo Mayoral),Spain
2288,DOA,Dominicana de Aviación,Dominican Republic
2289,DMO,Domodedovo Airlines,Russia
2290,DVB,Don Avia,Kazakhstan
2291,DON,Donair Flying Club,United Kingdom
2292,DNV,Donavia,Russia
2293,UDC,DonbassAero,Ukraine
2294,DAD,Dorado Air,Dominican Republic
2295,DOR,Dornier,Germany
2296,DAV,Dornier Aviation Nigeria,Nigeria
2297,DOM,Dos Mundos,Dominican Republic
2298,DCA,Dreamcatcher Airways,United Kingdom
2299,DRK,Druk Air,Bhutan
2300,DRE,Drummond Island Air,United States
2301,DUB,Dubai Airwing,United Arab Emirates
2302,DBK,Dubrovnik Air,Croatia
2303,DUK,Ducair,Luxembourg
2304,DBJ,Duchess of Brittany (Jersey) Limited,United Kingdom
2305,LPD,UK Royal/HRH Duke of York,United Kingdom
2306,DUN,Dun'Air,Mauritania
2307,PHD,Duncan Aviation,United States
2308,VVF,Dunyaya Bakis Hava Tasimaciligi,Turkey
2309,DUO,Duo Airways,United Kingdom
2310,DJE,Durango Jet,Mexico
2311,DNL,Dutch Antilles Express,Netherlands Antilles
2312,DCE,Dutch Caribbean Express,Netherlands Antilles
2313,DBR,Dutchbird,Netherlands
2314,DBR,Dobrolet LLC,Russia
2315,DFS,Dwyer Aircraft Services,United States
2316,XDY,Dynair Services,United States
2317,DNR,Dynamair Aviation,Canada
2318,DYE,Dynamic Air,Netherlands
2319,DYA,Dynamic Airways,United States
2320,BAG,Dba,Germany
2321,EAV,Eagle Airlines Luftverkehrsges,Austria
2322,ABU,Eagle Aviation Services,United States
2323,ISL,Eastland Air Services (Flugfélag Austurlands),Iceland
2324,EBF,Echo Airlines,Bahamas
2325,ENY,Envoy Air,United States
2326,ENK,Executive Airlink,United States
2327,ELB,Ellinair,Greece
2328,ELN,Eleron Aviation Company,Ukraine
2329,ECC,Eclair Aviation,Czech Republic
2330,ELU,Egyptian Leisure Airlines,Egypt
2331,EDV,Endeavor Air,United States
2332,MNU,Elite Airways,United States
2333,EHD,E H Darby Aviation,United States
2334,EXW,Executive Airlines Services,Nigeria
2335,EFS,EFAOS- Agencia De Viagens e Turismo,Angola
2336,EFD,Eisele Flugdienst,Germany
2337,FSD,EFS-Flugservice,Germany
2338,EIS,EIS Aircraft,Germany
2339,IAG,EPAG,France
2340,ESI,ESI Eliservizi Italiani,Italy
2341,EUY,EU Airways,Ireland
2342,EUJ,EUjet,Ireland
2343,ICR,Eagle Aero,United States
2344,FEI,Eagle Air,Iceland
2345,EGR,Eagle Air,Sierra Leone
2346,EFL,Eagle Air,Tanzania
2347,EGU,Eagle Air,Uganda
2348,EAG,Eagle Airways,New Zealand
2349,EGX,Eagle Air Company,Thailand
2350,GYP,Eagle Aviation,United Kingdom
2351,EGN,Eagle Aviation France,France
2352,EES,Eagle Express,Serbia
2353,EZX,Eagle Express Air Charter,Malaysia
2354,SEG,Eagle International,Senegal
2355,EGJ,Eagle Jet Charter,United States
2356,EMD,Eaglemed (Ballard Aviation),United States
2357,ERX,Earth Airlines Services,Nigeria
2358,HSA,East African Safari Air,Kenya
2359,EXZ,East African Safari Air Express,Kenya
2360,EMU,East Asia Airlines,Macao
2361,ECT,East Coast Airways,South Africa
2362,ECJ,East Coast Jets,United States
2363,EHA,East Hampton Aire,United States
2364,EKC,East Kansas City Aviation,United States
2365,CTK,East Midlands Helicopters,United Kingdom
2366,DXH,East Star Airlines,China
2367,EWA,East-West Airlines,Australia
2368,ESR,Eastar Jet,South Korea
2369,EAZ,Eastern Air,Zambia
2370,EAX,Eastern Air Executive,United Kingdom
2371,EAL,Eastern Air Lines,United States
2372,EZE,Eastern Airways,United Kingdom
2373,EAQ,Eastern Australia Airlines,Australia
2374,ECI,Eastern Carolina Aviation,United States
2375,GNS,Eastern Executive Air Charter,United Kingdom
2376,LIS,Eastern Express,Kazakhstan
2377,EME,Eastern Metro Express,United States
2378,EPB,Eastern Pacific Aviation,Canada
2379,ESJ,Eastern SkyJets,United Arab Emirates
2380,ELA,Eastland Air,Australia
2381,SGR,Eastwind Airlines,United States
2382,FYE,Easy Link Aviation Services,Nigeria
2383,EJU,easyJet Europe,Austria
2384,EZS,easyJet Switzerland,Switzerland
2385,EZY,easyJet UK,United Kingdom
2386,CMN,Eckles Aircraft,United States
2387,EJT,Eclipse Aviation,United States
2388,ECQ,Eco Air,Nigeria
2389,DEI,Ecoair,Algeria
2390,NAK,École Nationale de l'Aviation Civile,France
2391,ECX,Ecomex Air Cargo,Angola
2392,ECD,Ecotour,Mexico
2393,XCC,Ecoturistica de Xcalak,Mexico
2394,ECV,Ecuatoguineana De Aviación (EGA),Equatorial Guinea
2395,EQC,Ecuatorial Cargo,Equatorial Guinea
2396,ECU,Ecuavia,Ecuador
2397,EDW,Edelweiss Air,Switzerland
2398,SLO,Edgartown Air,United States
2399,EDC,Air Charter Scotland,United Kingdom
2400,EDJ,Edwards Jet Center of Montana,United States
2401,EIJ,Efata Papua Airlines,Indonesia
2402,EUW,EFS European Flight Service,Sweden
2403,MSR,Egyptair,Egypt
2404,MSX,Egyptair Cargo,Egypt
2405,EGY,Egyptian Air Force,Egypt
2406,EJX,Egyptian Aviation,Egypt
2407,EMA,Egyptian Aviation Company,Egypt
2408,EIX,Ei Air Exports,Ireland
2409,EIR,Eirjet,Ireland
2410,ELY,El Al Israel Airlines,Israel
2411,CMX,El Caminante Taxi Aéreo,Mexico
2412,GLQ,El Quilada International Aviation,Sudan
2413,ELS,El Sal Air,El Salvador
2414,ESC,El Sol De América,Venezuela
2415,BRQ,El-Buraq Air Transport,Libya
2416,ELX,Elan Express,United States
2417,LBR,Elbe Air Transport,Germany
2418,NLK,Elbrus-Avia Air Enterprise,Russia
2419,DND,Eldinder Aviation,Sudan
2420,PDV,Elicar,Italy
2421,EDO,Elidolomiti,Italy
2422,ELB,Elieuro,Italy
2423,EFG,Elifriulia,Italy
2424,ELH,Elilario Italia,Italy
2425,EOA,Elilombarda,Italy
2426,MEE,Elimediterranea,Italy
2427,VUL,Elios,Italy
2428,IEP,Elipiu',Italy
2429,RSA,Elisra Airlines,Sudan
2430,EAI,Elite Air,Togo
2431,EJD,Elite Jets,United Arab Emirates
2432,FGS,Elitellina,Italy
2433,ELT,Elliott Aviation,United States
2434,MGG,Elmagal Aviation Services,Sudan
2435,ELR,Elrom Aviation and Investments,Israel
2436,EAM,Embassy Airlines,Nigeria
2437,EFT,Embassy Freight Company,United States
2438,EMB,Empresa Brasileira De Aeronáutica,Brazil
2439,XSL,Embry-Riddle Aeronautical University,United States
2440,EAI,Emerald Airlines,Ireland
2441,JEM,Emerald Airways,United Kingdom
2442,EWW,Emery Worldwide Airlines,United States
2443,EMT,Emetebe,Ecuador
2444,UAE,Emirates Airlines,United Arab Emirates
2445,SBC,Emoyeni Air Charter,South Africa
2446,EMP,Empire Air Service,United States
2447,CFS,Empire Airlines,United States
2448,MPR,Empire Aviation Services,Nigeria
2449,ETP,Empire Test Pilots' School,United Kingdom
2450,AUO,"Empresa (Aero Uruguay), S.A.",Uruguay
2451,PRG,Empresa Aero-Servicios Parrague,Chile
2452,CRN,Aero Caribbean,Cuba
2453,VNA,Empresa Aviación Interamericana,Uruguay
2454,EEA,Empresa Ecuatoriana De Aviación,Ecuador
2455,CNI,Empresa Nacional De Servicios Aéreos,Cuba
2456,VNE,Empresa Venezolana,Venezuela
2457,GTV,Empresa de Aviación Aerogaviota,Cuba
2458,XLT,Empressa Brasileira de Infra-Estrutura Aeroportuaria-Infraero,Brazil
2459,ENC,Endecots,Ecuador
2460,ENI,Enimex,Estonia
2461,ENK,Enkor JSC,Russia
2462,EGV,Enrique Gleisner Vivanco,Chile
2463,ESE,Ensenada Vuelos Especiales,Mexico
2464,ENT,Enter Air,Poland
2465,ENS,Entergy Services,United States
2466,EWS,Enterprise World Airways,Democratic Republic of the Congo
2467,ESS,Eos Airlines,United States
2468,EKA,Equaflight Service,Republic of the Congo
2469,EQZ,Equatair Air Services (Zambia),Zambia
2470,EQT,Equatorial Airlines,Equatorial Guinea
2471,ERH,Era Helicopters,United States
2472,IRY,Eram Air,Iran
2473,ERF,Erfoto,Portugal
2474,ERE,Erie Airways,United States
2475,ERT,Eritrean Airlines,Eritrea
2476,EAD,Escola De Aviacao Aerocondor,Portugal
2477,CTV,Escuela De Pilotos Are Aviación,Spain
2478,EPC,Espace Aviation Services,Democratic Republic of the Congo
2479,ERC,Esso Resources Canada,Canada
2480,ESF,Estafeta Carga Aérea,Mexico
2481,EEF,Estonian Air Force,Estonia
2482,ELL,Estonian Air,Estonia
2483,ETA,Estrellas Del Aire,Mexico
2484,ETH,Ethiopian Airlines,Ethiopia
2485,MJM,Eti 2000,Italy
2486,ETD,Etihad Airways,United Arab Emirates
2487,ETM,Etram Air Wing,Angola
2488,EVN,Euraviation,Italy
2489,ECN,Euro Continental AIE,Spain
2490,ESN,Euro Sun,Turkey
2491,EAK,Euro-Asia Air,Kazakhstan
2492,KZE,Euro-Asia Air International,Kazakhstan
2493,MMZ,EuroAtlantic Airways,Portugal
2494,GOJ,EuroJet Aviation,United Kingdom
2495,EUP,Pan Europeenne Air Service,France
2496,EUU,Euroamerican Air,Uruguay
2497,ECY,Euroceltic Airways,United Kingdom
2498,EUC,Eurocontrol,Belgium
2499,ECF,Eurocopter,France
2500,ECA,Eurocypria Airlines,Cyprus
2501,EEZ,Eurofly,Italy
2502,EEU,Eurofly Service,Italy
2503,EUG,Euroguineana de Aviación,Equatorial Guinea
2504,ERJ,Eurojet Italia,Italy
2505,JLN,Eurojet Limited,Malta
2506,RDP,Eurojet Romania,Romania
2507,EJS,Eurojet Servis,Czech Republic
2508,ELO,Eurolot,Poland
2509,EMX,Euromanx Airways,Austria
2510,GED,Europe Air Lines,France
2511,FPO,Europe Airpost,France
2512,EUT,European 2000 Airlines,Malta
2513,EAG,European Aeronautical Group UK,United Kingdom
2514,EAL,European Air Express,Germany
2515,BCS,European Air Transport,Belgium
2516,EAF,European Aviation Air Charter,United Kingdom
2517,EBJ,European Business Jets,United Kingdom
2518,ECB,European Coastal Airlines,Croatia
2519,ETV,European Executive,United Kingdom
2520,EXC,European Executive Express,Sweden
2521,EBG,Eurosense,Bulgaria
2522,ESX,Euroskylink,United Kingdom
2523,EWG,Eurowings,Germany
2524,OCN,Eurowings Discover,Germany
2525,EWE,Eurowings Europe,Austria
2526,EVA,EVA Air,Taiwan
2527,EVE,Evelop Airlines,Spain
2528,EVK,Everett Aviation,Kenya
2529,EVT,Everett Limited,Tanzania
2530,EIA,Evergreen International Airlines,United States
2531,VTS,Everts Air Alaska/Everts Air Cargo,United States
2532,EVL,Evolem Aviation,France
2533,EWR,Ewa Air,France
2534,EMN,Examiner Training Agency,United Kingdom
2535,XLA,Excel Airways,United Kingdom
2536,XEL,Excel Charter,United Kingdom
2537,GZA,Excellent Air,Germany
2538,EXA,Execair Aviation,Canada
2539,VCN,Execujet Charter,Switzerland
2540,EJO,Execujet Middle East,United Arab Emirates
2541,VMP,Execujet Scandinavia,Denmark
2542,LFL,Executive Air,Zimbabwe
2543,EAC,Executive Air Charter,United States
2544,XAF,Executive Air Fleet,United States
2545,ECS,Executive Aircraft Charter and Charter Services,Ireland
2546,XAH,Executive Aircraft Services,United Kingdom
2547,EXK,Executive Airlines,United States
2548,EXU,Executive Airlines,Spain
2549,JTR,Executive Aviation Services,United Kingdom
2550,EXE,Executive Flight,United States
2551,TRI,Executive Flight Operations Ontario Government,Canada
2552,EXJ,Executive Jet Charter,United Kingdom
2553,EJM,Executive Jet Management,United States
2554,TEA,Executive Turbine Aviation,South Africa
2555,EXF,Eximflight,Mexico
2556,EXN,Exin,Poland
2557,EXR,Expertos En Carga,Mexico
2558,FXA,Express Air,United States
2559,EIC,Express International Cargo,São Tomé and Príncipe
2560,XPL,Express Line Aircompany,United States
2561,XNA,Express Net Airlines,United States
2562,LHN,Express One International,United States
2563,XTO,Express Tours,Canada
2564,ASQ,ExpressJet,United States
2565,XSL,Excel-Aire Service,United States
2566,LTD,Executive Express Aviation/JA Air Charter,United States
2567,XSR,Executive Flight Services,United States
2568,EPR,Express Airways,Slovenia
2569,XRO,ExxAero,Netherlands
2570,JTM,Exxavia Limited,Ireland
2571,EZJ,Ezjet GT,Guyana
2572,FRX,Fort Aero,Estonia
2573,PBR,Fast Air,Canada
2574,SRE,Fly Jetstream Aviation,South Africa
2575,FTZ,Fastjet,Tanzania
2576,FAP,F Air,Czech Republic
2577,FFL,ForeFlight,United States
2578,EYE,F.S. Air Service,United States
2579,IFA,FAI Air Service,Germany
2580,FLC,FINFO Flight Inspection Aircraft,United States
2581,FKI,FLM Aviation Mohrdieck,Germany
2582,DCM,FLTPLAN (anonymized service),United States
2583,FLW,FLowair Aviation,France
2584,FMG,FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt,Germany
2585,FRA,FR Aviation,United Kingdom
2586,FSB,FSB Flugservice & Development,Germany
2587,LEJ,FSH Luftfahrtunternehmen,Germany
2588,FBA,Fab Air,Kyrgyzstan
2589,FCS,Facts Air,Mexico
2590,FAV,Fair Aviation,South Africa
2591,FWD,Fair Wind Air Charter,United Arab Emirates
2592,FLS,Fairlines,Netherlands
2593,FFC,Fairoaks Flight Centre,United Kingdom
2594,FWY,Fairways Corporation,United States
2595,FCN,Falcon Air,Sweden
2596,FAR,Falcon Air,Slovenia
2597,FAO,Falcon Air Express,United States
2598,FAU,Falcon Airline,Nigeria
2599,FVS,Falcon Aviation Services,United Arab Emirates
2600,FJC,Falcon Jet Centre,United Kingdom
2601,FAW,Falwell Aviation,United States
2602,FEA,Far Eastern Air Transport,Taiwan
2603,FDL,Farmingdale State University,United States
2604,FAH,Farnair Hungary,Hungary
2605,FRN,Farnair Netherlands,Netherlands
2606,FAT,ASL Airlines Switzerland,Switzerland
2607,RAF,Farnas Aviation Services,Sudan
2608,HBL,Faroecopter,Denmark
2609,RCK,FaroeJet,Faroe Islands
2610,FRW,Farwest Airlines,United States
2611,FSW,Faso Airways,Burkina Faso
2612,FHL,Fast Helicopters,United Kingdom
2613,FAY,Fayban Air Services,Nigeria
2614,SKM,Fayetteville Flying Service and Scheduled Skyways System,United States
2615,FDR,Federal Air,South Africa
2616,FLL,Federal Airlines,Sweden
2617,DCN,Federal Armed Forces,Germany
2618,FRM,Federal Armored Service,United States
2619,NHK,Federal Aviation Administration,United States
2620,FDX,FedEx Express,United States
2621,FNK,Feniks Airline,Kazakhstan
2622,FER,Feria Aviación,Spain
2623,HGK,Fika Salaama Airlines,Uganda
2624,FNC,Finalair Congo,Republic of the Congo
2625,FAK,Financial Airxpress,United States
2626,FBF,Fine Airlines,United States
2627,FTR,Finist'air,France
2628,FIN,Finnair,Finland
2629,WBA,Finncomm Airlines,Finland
2630,FNF,Finnish Air Force,Finland
2631,FIH,FinnHEMS,Finland
2632,FFM,Firefly,Malaysia
2633,FAB,First Air,Canada
2634,JRF,First Air Transport,Japan
2635,FCC,First Cambodia Airlines,Cambodia
2636,FCA,First Choice Airways,United Kingdom
2637,MBL,First City Air,United Kingdom
2638,GGA,First Flying Squadron,United States
2639,FIR,First Line Air,Sierra Leone
2640,FTS,First Sabre,Mexico
2641,FFR,Fischer Air,Czech Republic
2642,FFP,Fischer Air Polska,Poland
2643,EXV,FitsAir,Sri Lanka
2644,FSX,Flagship Express Services,United States
2645,FLE,Flair Airlines,Canada
2646,WAF,Flamenco Airways,United States
2647,FMR,Flamingo Air,United States
2648,FLN,Flamingo Air-Line,Kazakhstan
2649,FSH,Flash Airlines,Egypt
2650,BWY,Fleet Requirements Air Direction Unit,United Kingdom
2651,FLR,Fleetair,South Africa
2652,FXY,Flexair,Netherlands
2653,FXT,Flexflight,Denmark
2654,TUD,Flight Alaska,United States
2655,FCK,FCS Flight Calibration Services,Germany
2656,VOR,Flight Calibration Services Ltd.,United Kingdom
2657,FCV,Flight Centre Victoria,Canada
2658,FCP,Nelson Aviation College Ltd,New Zealand
2659,FDP,Flight Dispatch Services,Poland
2660,FLX,"Flight Express, Inc.",United States
2661,CFI,Flight Inspection Center of the General Administration of Civil Aviation in China,China
2662,LTS,Flight Inspections and Systems,Russia
2663,IVJ,Flight International,United States
2664,MIT,Flight Line,United States
2665,FOI,Flight Ops International,United States
2666,OPT,Flight Options,United States
2667,CLB,Flight Precision Limited,United Kingdom
2668,FSL,Flight Safety Limited,United Kingdom
2669,FSU,Flight Support Sweden,Sweden
2670,CCK,Flight Trac,United States
